0,1,2,3,4,5,6,7,8
0.031,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
0.0,6.628,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
-0.0,-0.0,0.756,-0.0,0.0,-0.0,0.0,-0.0,0.0
-0.0,-0.0,-0.0,0.649,-0.0,0.0,-0.0,0.0,0.0
-0.0,0.0,0.0,-0.0,0.153,-0.0,0.0,-0.0,-0.0
0.0,0.0,-0.0,0.0,-0.0,0.198,0.0,0.0,0.0
-0.0,-0.0,0.0,-0.0,0.0,0.0,0.08,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.482,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.314
