0,1,2,3,4,5,6,7,8
0.037,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,7.354,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,0.0,0.651,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,0.0,0.0,0.414,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,0.116,-0.0,-0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.298,0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.069,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.215,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.136
