0,1,2,3,4,5,6,7,8
7.3,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
0.0,0.036,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
-0.0,-0.0,0.118,-0.0,-0.0,0.0,0.0,-0.0,0.0
-0.0,-0.0,-0.0,0.611,0.0,-0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.09,-0.0,0.0,-0.0,0.0
0.0,0.0,-0.0,0.0,-0.0,0.325,0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,-0.0,0.233,0.0,0.0
0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.145,-0.0
0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.431
