"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.406225257487349 0.379309583274375 0.37117757873836 0.478784540243807 -0.312698547937357 0.16376856664833 -0.201886312673604 0.106797191140999 -0.341811197521674 -0.219115377401171
"2" -0.345109167367862 0.50787286068497 0.00163809864462531 -0.393128528503653 -0.271897827799488 -0.103539010462157 0.519735311866813 -0.409092541095462 0.112661445761656 0.399267792023841
"3" -0.187566861582756 0.0335782667462157 0.370377293432595 0.594691371177747 0.197624778911513 -0.412367307504169 0.399468444969609 0.0813563766490817 0.470109985974698 0.251074982942694
"4" -0.393855913025636 -0.318400902268894 0.0702271465327251 0.0346193761066384 -0.124547484347157 -0.514515080142858 0.455724031446934 0.193435071447346 -0.312570906230288 0.346901505687837
"5" -0.364076485961615 0.293529279603889 0.193698128220737 -0.257604173443559 0.408943582521816 -0.406753773302173 0.284724340162285 0.643812938006521 -0.0855985059842585 0.137283501311655
"6" -0.222709408212809 0.321338842994342 -0.475550544383993 -0.307977757313768 -0.204051958400961 0.263844940749853 -0.344133602495558 -0.245778545193458 0.294327339757025 -0.309012578740625
"7" 0.441383551781502 0.0551462822435502 0.0704082192924116 0.108478693836533 0.124648595925992 0.352835578543737 -0.189884303965487 0.429487633343384 -0.434997443630436 -0.0370401570580673
"8" -0.227041204343179 -0.0771051825584337 0.022028955427149 0.184986548591442 -0.735419682114391 0.0342112005732999 -0.0873209104916845 0.287900894674282 -0.148202860373825 0.0146261958148493
"9" 0.311262386080051 -0.499569710608972 -0.374717410460107 -0.232021630133123 0.00058029253940294 0.228295501889217 -0.235533464142616 0.172851354068807 -0.100861960031811 -0.0197067473313935
"10" 0.0132024850303089 -0.218422653290019 -0.557306302683703 0.0180858990197725 -0.0920423098293891 0.338883450656949 -0.152331223684063 -0.0712413540197653 0.486264174732519 0.702057399112768
